question,qid,aliases,pred,correct
In which US state was the American Declaration of Independence signed on 4th July 1776?,bb_7130,oil state|pennsilvania|keystone state|pennylvania|epnnsylvania|economy of pennsylvania|pennsylvania united states|pennyslvania united states|penn s woods|pennsylvania|penn|us pa|pennsylvania united states of america|pennslyvania|pennsylvania u s state|penna|pennfylvania|religion in pennsylvania|cuisine of pennsylvania|state of pennsylvania|pennsylvana|2nd state|transport in pennsylvania|pennsylvania state|coal state|pensylvania|commonwealth of pennsylvania|quaker state|pennsilfaani|pensylvaina|transportation in pennsylvania|pennsylvannia|demographics of pennsylvania|pa state|pencilvania|second state,"The American Declaration of Independence was not signed on July 4, 1776. It was adopted",False
What car manufacturing company makes the model Octavia?,sfq_9267,škoda snowman|skoda cars|škoda octavia wrc evo2|skoda|škoda fabia wrc|škoda smoov|škoda auto|aznp|skoda auto|škoda 422|škoda octavia wrc evo 2|škoda octavia wrc evo3|škoda octavia wrc e2|škoda octavia wrc,Skoda Auto,True
What bridge connects the two peninsulas of Michigan?,jp_4544,mackinac straits bridge|dalmac|mackinac bridge|mackinaw bridge|mackinack bridge|straits of mackinac bridge|macinac bridge|mackinac bridge michigan|wnhc787,Mackinac Bridge,True
What is the surname of the family in the BBC comedy series ‘Outnumbered’?,qb_7906,brockman,The surname is Brooks.,False
Which World War II Aircraft was known as the 'Flying Stringbag'?,sfq_21625,swordfish airplane|swordfish aircraft|swordfish aeroplane|fairey swordfish|fairey swordfish mk iii|swordfish plane|swordfish bomber|fairey swordfish mk 2|stringbag,"The Avro Anson, a British aircraft used primarily for training during World War II, was affectionately known as the",False
Minyan is a quorum of ten adult males required for public worship in?,bb_5577,jewishm|religous jews|jewish spirituality|judaisem|judaists|jewity|judismo|judaical|juadaism|hebrew religion|jewishism|judaically|judism|jewish faith|ancient judaism|judaism|juadism|jewism|beliefs of jews|judaisam|synagogue|jewish community|jewish religion|mosaic faith|judaism reform|juddaism|ancient hebrew religion|jewish tradition|moshe la khaim eche laerry la jewess|judasim|jew worship|judaist|jewish family|judiasm|jewdaism|judaity|judeo|judaic|judaistic|jewish communities,Judaism.,True
For which 1993 film did Steven Spielberg win his first 'Oscar' for Best Director?,odql_9168,shindlers list|leo john|schindler s list|schindlers list|shindler s list|schindler s list film,"""Schindler's List""",True
"Which city hosted the 1980 Summer Olympics, which were boycotted by over 60 nations?",qb_5271,rumow|capital of russia|moscow ussr|moskow|moskva russia|moscva|demographics of moscow|architecture of moscow|moscú|mockba|moscow russia federation|moscow russia|moscou|moskou|moscova|moscovite|western moscow|moscow russian sfsr|moskva federal city russia|moskva city|un locode rumow|москва|moscow soviet union|moscow|ru mow|moscow russian federation|city of moscow,Moscow (Russia) hosted the 1980 Summer Olympics that were boycotted by over 60,True
In which county is Wentworth golf course,bt_2137,services for young people in surrey county council|county of surrey|kingdom of surrey|surrey england|st nicolas c of e infant school|godley hundred|suðrigean|history of surrey|surrey,"Victoria, Australia",False
Which acid has the alternative name ‘spirits of salt’?,dpql_2291,chlorhydric acid|muritic acid|hydrochloric|mauratic acid|e507|hcl aq|marine acid|atc code a09ab03|atcvet code qb05xa13|atcvet code qa09ab03|acid of salt|salt acid|chlorohydric acid|hydrachloric acid|aqueous hydrogen chloride|muratic acid|hcl acid|aqueous hydrochloric acid|muriatic acid|spirits of salt|spirit of salt|hydrochloric acid|acidum salis|atc code b05xa13,Hydrochloric acid.,True
In which town is the University of Surrey,bt_2729,bellfield s|bellfields|holy trinity school guildford|guildford city|stoke next guildford|stoughton surrey|sandfield primary school|dennisville|holy trinity junior school guildford|onslow village|park barn estate|northmead junior school|guildford grove school|guildford surrey|st thomas of canterbury catholic primary school guildford|un locode gbgdd|slyfield|guildford england|guildford|guildford park,"Guildford, United Kingdom",True
What was the more famous two word name of American singer and ukele player who had the real name Herbert Khaury. In 1968 he released a classic version of a popular song which he sang in a high pitched voice?,wh_2414,tiny tim disambiguation|tiny tim,"Tiny Tim - ""Tip-Toe Through the Tulips""",True
Wednesday Friday is the youngest member of which TV family from the 1960s?,odql_12487,addams family|new addams family|addams family 1973|adam s family|0001 cemetery ridge|beinekes|addam s family|addams family 1964|addams family 1992|pubert|addams,The Addams Family. Wednesday and Pugsley are siblings in the family.,True
The razorbill and guillemot are members of which bird family?,odql_11221,auk disambiguation|auk,Alcidae (Alcid family),False
What is the most common surname in Korea?,jp_3165,kim|kim family|kim name|kim disambiguation|kim film,"The most common surname in Korea is ""Lee"" or ""Lee Korean: 이"".",False
Where was the siege of the Alamo?,qw_4906,texas|religion in texas|texos|christianity in texas|texass|texas u s state|us tx|lake ozark texas|twenty eighth state|state of texas|lone star state|texas state|texas sized|28th state|texas usa|texas united states|everything is bigger in texas,"The Alamo was in San Antonio, Texas.",True
Rolf Harris recorded a 1964 single calling for which member of The Beatles ‘For President’?,qb_7797,richard henry parkin starkey jr|richard starrkey|richie snare|richard starkey jr|ringo star|22ringo 22|ringo starkey|starr ringo|richard starkey|ringo|ringo film|ringo starr|beatle ringo|richard starky,Rolf Harris called for John Lennon to be President in his 1964 single.,False
"What style of American Football founded in 2003 is a full-contact 7 a side game where uniforms consist of helmets, shoulder pads, elbow pads, knee pads, bras, and panties?",qw_5740,legends football league|lfl australia|lingerie football league|phoenix scorch|lingerie football|lfl europe|lfl canada|2013–14 lfl australia season|san francisco seduction,Flag Football (7 on 7 style) with minimal pads.,False
Who was the first Roman Emperor to sport a beard?,odql_10008,publius aelius hadrianus augustus|hadrian publius aelius|publius ælius hadrian|hadrian publius ælius|roman emperor adrian|hadrianic|publius aelius hadrian|hadrian emperor|publius aelius traianus hadrianus|hadrianic persecution|hadrian s|publius aelius hadrianus|emperor hadrian|roman emperor hadrian|public aelius hadrianus|hadrian|imperator caesar traianus hadrianus augustus,"Julius Caesar (pre-Augustan dynasty) was the first Roman leader to frequently wear a beard,",False
What was the nickname of the French singer Edith Piaf?,tc_2699,little sparrow,The Little Sparrow,True
"Which mythological lumberjack, usually believed to be a giant, was first documented in the work of US journalist James MacGillivray in 1910?",qw_11126,paul bunyan|paul bunyon|babe ox|babe blue ox|blue ox|paul bunyan lumberjack,Paul Bunyan.,True
"""Ravel's """"Bolero"""", pop music riffs and (often) suspense music in film soundtracks are examples of what?""",qw_16065,riff music|obstinate bass|vamp music|riff driven songs|ostinato|ostinati|lehara|riff|riff driven song|ground music|vamp entertainment|list of riff driven songs|riffing|basso obstinate|ground bass|basso ostinato|riffs|guitar riff|riff driven|ostinado,"These are examples of repetitive and instrumental music, commonly used in various genres including classical, pop, and film.",False
What magazine was started by Hugh Hefner?,jp_1626,play boy|playboy magazine|bunny logo|playboy interview|playboy rabbit|french playboy|cybergirl of week|greek playboy|cyber club|rock rabbit|playboy advisor|rabbit logo|playboy|playboy press|playboy cybergirl,Playboy Magazine,True
Which river is most sacred to the Hindu religion?,qw_7352,river ganges|river ganga|ganges river valley|gangees|ganges valley|gangetic|ganges|gaṅgā|gangas|ganga river|ganges river|ganga,Ganges River,True
What name has been given to the previously unknown species of man found in Russia 2010?,sfq_10360,h denisova|homo sapiens denisovan|homo denisovensis|homo sapiens ssp denisova|homo sp altai|denisova hominid|denisovians|h sapiens denisova|h sapiens denisovan|woman x|denisova hominin|h denisovan|homo denisovan|denisovian|denisovans|denisovan|denisova hominine|homo denisova|homo sapiens denisova,"The previously unknown species of man found in Russia in 2010 is called the ""Altai Neander",False
What was the title of Fun Lovin’ Criminals’ 1996 song that nearly made the Top 20?,dpql_4167,scooby snacks|scooby snax|scooby snack,"""Scooby Snacks"" was the title of Fun Lovin' Criminals' 1996 song",True
What type of animal is a corvid?,sfq_5282,🐥|modern dinosaurs|avafauna|pet bird|baby birds|living dinosaurs in australasia|flying bird|bird breeding|nestlings|ornis|avialian|neornithes|🐦|aves|roosting|nestling|class aves|modern bird|🐤|avian proteins|ornithes|chick bird|avian reproduction|living sauropods in africa|avialan|roost site|surviving dinosaurs|birds mating|avifauna|avian dinosaur|🐣|living dinosaurs in oceania|living sauropods|neornithine|bird|modern birds|birdness|chick guard stage|avialians|birds|bird reproduction|avians|aviala,"Corvids are birds, specifically the family that includes crows, ravens, rooks, and magpies",True
"Which American film director and writer is best known for his suspense and thriller films, including 'Carrie'. 'Scarface', 'Carlito's Way' and 'Mission: Impossible'?",odql_9981,key man 2014 film|brian de palma filmography|brian russell de palma|key man|brian depalma|brian de palma|key man film,"Brian De Palma (for suspense and thriller films: Carrie, Scarface, Carlito's Way",True
A traditional hoy boat is powered by?,bb_2142,aeolian action|wind gust|aeolian activity|wind weather|cyclostrophic wind|blustery|barometric gradient|wind|eolic|🌬|winds|gust wind|wind cycle|land and sea breeze|wind strength,A traditional hoy boat is powered by oars.,False
In which German city is the newspaper 'Suddeutsche Zeitung' published?,odql_11163,múnich|obermenzing|monaco di baviera|münchen iro displaced persons camp|muenich|muenchen|munich germany|munich|münich|munchen iro displaced persons camp|munichen|münchen|demuc|münchen germany|monaco of bavaria|monachum|education in munich|un locode demuc|munich west germany|munchen germany|munchen|city of munich|muenchen iro displaced persons camp|monachium|munich bavaria|muenchen germany,Munich,True
Limburger cheese is made from the milk of which animal?,qb_6068,cattle|🐄|domestic cow|moo cow|🐮|beeves|bos taurus|bos taurus domesticus|cattle herding|anatomy of cattle|male cattle|feral cattle|moo unit|domestic cattle|cow s size|b taurus|wild bull|female cattle|cattle anatomy|empalo|bos primigenius taurus|bull calf|cow|bovine animal|cows|cattle slaughter|domesticated cattle,Limburger cheese is made from cow's milk.,True
What is the word for the process of using strong acid or mordant to cut into the unprotected parts of a metal surface to create a design in intaglio in the metal?,qw_6554,etching|échoppe|copperplate etching|etcher|etching art|eau forte|echoppe|foul biting|soft ground etching|illuminated printing|stopping out|come up and see my etchings|relief etching|etchings,"""Acid etching"" or ""mordant etching"" is the process of creating intaglio designs in",True
"""Who is the composer of """"The L'Arlesienne Suite""""?""",sfq_6104,alexandre cesar leopold bizet|bizet|george bizet|g bizet|georges bizet s|alexandre bizet|georges alexandre cesar leopold bizet|georges bizet|alexandre césar léopold bizet|georges alexandre césar léopold bizet|alexandre cesare leopold bizet,Georges Bizet,True
American singer Ernest Evans called himself Chubby Checker to emulate the name of which other musician?,odql_7816,antoine dominique 22fats 22 domino|antoine dominique domino|fats domino|antoine 22fats 22 domino|antoine fats domino|22fats 22 domino|antoine domino|antoine domino jr,"""Fats Domino""",True
"In Greek legend, who turned everything he touched into gold ?",qf_49,midas gardens|berecynthain hero|midas and golden touch|midas curse|touch of midas|king midas|midas touch|midas,"Midas, the king.",True
Who was King of England in the year 1300?,sfq_23461,king edward i of england|edward longshanks|malleus scotorum|lord paramount of scotland|edward i|edward i plantagenet|edward i longshanks of england|edward i king of england|overlord of scotland|edward i longshanks|longshanks|edward longshanks hammer of scots|edward i of england|edward i england|king edward 1st|edward first|edward 1|edward i king of english|king edward i,Edward I was the King of England in the year 1300.,True
What was the name of the Super Typhoon that devastated the Philippines and Southeast Asia in November 2013?,sfq_22779,haiyan county|haiyan disambiguation|typhoon haiyan disambiguation|haiyan,Haiyan (Typhoon Yolanda),True
